,participant,trial no.,actual control,angular bias,response,group,dim
9,K-Reg-H-6,10,0.8,0,1,H,0.22900150471071412
10,K-Reg-H-6,11,0.55,0,1,H,0.2968927551729484
11,K-Reg-H-6,12,0.8,0,1,H,0.29324165014148934
12,K-Reg-H-6,13,0.3,0,0,H,0.22489885696176962
13,K-Reg-H-6,14,0.3,0,0,H,0.30539666599828247
14,K-Reg-H-6,15,0.3,0,1,H,0.28640323259944345
15,K-Reg-H-6,16,0.55,90,0,H,0.27189404763004593
16,K-Reg-H-6,17,0.3,90,0,H,0.3307838572996924
17,K-Reg-H-6,18,0.55,0,1,H,0.25542619360078755
18,K-Reg-H-6,19,0.55,90,0,H,0.2844155006550098
19,K-Reg-H-6,20,0.8,90,1,H,0.27817669026906633
20,K-Reg-H-6,21,0.3,90,0,H,0.3081657303563064
21,K-Reg-H-6,22,0.55,90,0,H,0.25980975179973537
22,K-Reg-H-6,23,0.8,0,1,H,0.2622734764428144
23,K-Reg-H-6,24,0.3,90,0,H,0.35887813954613496
24,K-Reg-H-6,25,0.55,0,1,H,0.31690597455906794
25,K-Reg-H-6,26,0.8,0,1,H,0.250298903986683
26,K-Reg-H-6,27,0.3,0,1,H,0.28090434376136
27,K-Reg-H-6,28,0.8,90,1,H,0.3211365171650748
28,K-Reg-H-6,29,0.8,90,1,H,0.3141311024566777
29,K-Reg-H-6,30,0.8,90,0,H,0.2964866231066142
30,K-Reg-H-6,31,0.55,90,0,H,0.3520062012538296
31,K-Reg-H-6,32,0.8,90,1,H,0.2629918512830888
32,K-Reg-H-6,33,0.55,90,1,H,0.3506610525607948
33,K-Reg-H-6,34,0.3,90,0,H,0.2900483683271538
34,K-Reg-H-6,35,0.3,90,0,H,0.24533825814952046
35,K-Reg-H-6,36,0.8,90,0,H,0.2848303410449187
36,K-Reg-H-6,37,0.55,0,1,H,0.3036103201172176
37,K-Reg-H-6,38,0.3,90,0,H,0.3287929068129622
38,K-Reg-H-6,39,0.55,0,1,H,0.33260490477780796
39,K-Reg-H-6,40,0.8,0,1,H,0.2744597677417287
40,K-Reg-H-6,41,0.8,0,1,H,0.28846749438920133
41,K-Reg-H-6,42,0.3,90,0,H,0.2491467617917759
42,K-Reg-H-6,43,0.3,90,0,H,0.286606653223852
43,K-Reg-H-6,44,0.3,0,0,H,0.25749315249311416
44,K-Reg-H-6,45,0.3,90,0,H,0.2769744532779089
45,K-Reg-H-6,46,0.55,90,0,H,0.2727405483622671
46,K-Reg-H-6,47,0.55,90,1,H,0.2789001631190911
47,K-Reg-H-6,48,0.3,0,0,H,0.28396923111700456
48,K-Reg-H-6,49,0.3,0,1,H,0.32030467430416276
49,K-Reg-H-6,50,0.8,0,1,H,0.2809939594395946
50,K-Reg-H-6,51,0.55,0,1,H,0.2836373484281922
51,K-Reg-H-6,52,0.55,0,1,H,0.30852024012698964
52,K-Reg-H-6,53,0.3,0,0,H,0.20596064173151116
53,K-Reg-H-6,54,0.8,90,1,H,0.39571903400479447
54,K-Reg-H-6,55,0.8,0,1,H,0.24748991144846
55,K-Reg-H-6,56,0.55,0,1,H,0.27878714702054574
56,K-Reg-H-6,57,0.55,90,1,H,0.3191029861560895
57,K-Reg-H-6,58,0.8,0,1,H,0.30189869609329906
58,K-Reg-H-6,59,0.3,90,0,H,0.3251261724056829
59,K-Reg-H-6,60,0.3,0,0,H,0.2984197226990815
0,K-Reg-H-7,1,0.55,0,1,H,0.3144332125815743
1,K-Reg-H-7,2,0.3,90,0,H,0.20577616811539354
2,K-Reg-H-7,3,0.8,0,1,H,0.2880547671448993
3,K-Reg-H-7,4,0.55,0,1,H,0.5026454821908629
4,K-Reg-H-7,5,0.3,90,0,H,0.24606085409466902
5,K-Reg-H-7,6,0.3,0,0,H,0.2363443367586446
6,K-Reg-H-7,7,0.3,90,0,H,0.37138056571351863
7,K-Reg-H-7,8,0.8,90,1,H,0.3186303542012381
8,K-Reg-H-7,9,0.8,0,1,H,0.2178375068068588
9,K-Reg-H-7,10,0.3,90,0,H,0.206269784779648
10,K-Reg-H-7,11,0.3,90,0,H,0.3081768576644088
11,K-Reg-H-7,12,0.55,0,1,H,0.2511209172224695
12,K-Reg-H-7,13,0.55,0,0,H,0.18762456923611243
13,K-Reg-H-7,14,0.55,90,0,H,0.29337805876505935
14,K-Reg-H-7,15,0.8,90,1,H,0.23537505617891752
15,K-Reg-H-7,16,0.3,90,0,H,0.2322983346872417
16,K-Reg-H-7,17,0.55,90,1,H,0.25844529367601815
17,K-Reg-H-7,18,0.55,90,1,H,0.19820779977454858
18,K-Reg-H-7,19,0.3,0,0,H,0.32269138558772037
19,K-Reg-H-7,20,0.3,90,0,H,0.2657694950608929
20,K-Reg-H-7,21,0.8,90,0,H,0.3731590631942901
21,K-Reg-H-7,22,0.55,90,0,H,0.3377604029138198
22,K-Reg-H-7,23,0.8,90,1,H,0.3251064432488531
23,K-Reg-H-7,24,0.8,90,1,H,0.31692544526155303
24,K-Reg-H-7,25,0.55,0,1,H,0.30134354101574856
25,K-Reg-H-7,26,0.55,0,1,H,0.2566867663575505
26,K-Reg-H-7,27,0.8,0,1,H,0.2526918186110887
27,K-Reg-H-7,28,0.8,0,1,H,0.2673225808829417
28,K-Reg-H-7,29,0.55,90,0,H,0.3247683792521947
29,K-Reg-H-7,30,0.55,0,0,H,0.3168777541354252
30,K-Reg-H-7,31,0.8,90,0,H,0.3006143701930708
31,K-Reg-H-7,32,0.3,0,0,H,0.3678126224556902
32,K-Reg-H-7,33,0.8,0,1,H,0.28449723471708344
33,K-Reg-H-7,34,0.55,90,0,H,0.33064992313348796
34,K-Reg-H-7,35,0.8,0,1,H,0.2765381832506152
35,K-Reg-H-7,36,0.8,90,1,H,0.28554169228318904
36,K-Reg-H-7,37,0.55,90,0,H,0.2686896367112105
37,K-Reg-H-7,38,0.8,0,1,H,0.23457685177257714
38,K-Reg-H-7,39,0.3,0,0,H,0.29972304130388067
39,K-Reg-H-7,40,0.3,0,0,H,0.26177380510947545
40,K-Reg-H-7,41,0.3,90,0,H,0.375621496668697
41,K-Reg-H-7,42,0.8,0,1,H,0.19773079561691767
42,K-Reg-H-7,43,0.55,0,0,H,0.34353860443857337
43,K-Reg-H-7,44,0.3,90,0,H,0.3756895505933055
44,K-Reg-H-7,45,0.3,0,0,H,0.48867039729386874
45,K-Reg-H-7,46,0.55,0,1,H,0.33216887363096603
46,K-Reg-H-7,47,0.55,0,1,H,0.2874608399166079
47,K-Reg-H-7,48,0.3,90,0,H,0.34348793719637744
48,K-Reg-H-7,49,0.3,0,0,H,0.20084305413860265
49,K-Reg-H-7,50,0.3,0,0,H,0.460673764383858
50,K-Reg-H-7,51,0.8,0,1,H,0.23363055452434586
51,K-Reg-H-7,52,0.8,0,1,H,0.20063668163151835
52,K-Reg-H-7,53,0.55,90,0,H,0.35190799187297933
53,K-Reg-H-7,54,0.8,90,0,H,0.24565574633941478
54,K-Reg-H-7,55,0.55,90,0,H,0.21666620778296022
55,K-Reg-H-7,56,0.8,90,0,H,0.2987985134915695
56,K-Reg-H-7,57,0.8,90,1,H,0.29244254411373616
57,K-Reg-H-7,58,0.55,90,0,H,0.23369373939912727
58,K-Reg-H-7,59,0.3,0,0,H,0.3645939846136923
59,K-Reg-H-7,60,0.3,0,0,H,0.23750712154532572
0,K-Reg-H-8,1,0.8,0,1,H,0.22915151287011348
1,K-Reg-H-8,2,0.3,0,0,H,0.3532096380630039
2,K-Reg-H-8,3,0.55,90,0,H,0.30204177364840956
3,K-Reg-H-8,4,0.55,0,1,H,0.21859112000667463
4,K-Reg-H-8,5,0.8,0,1,H,0.21627333334526383
5,K-Reg-H-8,6,0.3,0,0,H,0.2887680943693559
6,K-Reg-H-8,7,0.3,0,0,H,0.320766145666504
7,K-Reg-H-8,8,0.3,0,0,H,0.3151187974673524
8,K-Reg-H-8,9,0.8,0,1,H,0.19077588369678777
9,K-Reg-H-8,10,0.8,90,0,H,0.24103703847213687
10,K-Reg-H-8,11,0.8,0,1,H,0.2533532107992758
11,K-Reg-H-8,12,0.3,0,0,H,0.32142596453272293
12,K-Reg-H-8,13,0.8,0,1,H,0.2193390360488302
13,K-Reg-H-8,14,0.3,90,0,H,0.30485213386337867
14,K-Reg-H-8,15,0.3,90,0,H,0.24214357120984117
15,K-Reg-H-8,16,0.3,0,0,H,0.37017737935595085
16,K-Reg-H-8,17,0.8,90,0,H,0.30836578961738714
17,K-Reg-H-8,18,0.55,0,0,H,0.2741860458716431
18,K-Reg-H-8,19,0.8,90,0,H,0.30013315664015466
19,K-Reg-H-8,20,0.8,0,1,H,0.18652901438893932
20,K-Reg-H-8,21,0.55,90,0,H,0.27034074087916093
21,K-Reg-H-8,22,0.55,90,0,H,0.2824797841868747
22,K-Reg-H-8,23,0.3,0,0,H,0.28003656229337015
23,K-Reg-H-8,24,0.55,90,0,H,0.30487494533814635
24,K-Reg-H-8,25,0.3,90,0,H,0.2019622166722215
25,K-Reg-H-8,26,0.55,0,1,H,0.21224492730314465
26,K-Reg-H-8,27,0.3,90,0,H,0.3206228922116927
27,K-Reg-H-8,28,0.3,0,0,H,0.26705925508895584
28,K-Reg-H-8,29,0.3,90,0,H,0.27677690475583233
29,K-Reg-H-8,30,0.55,0,1,H,0.24855809429234477
30,K-Reg-H-8,31,0.8,90,1,H,0.3422407096236989
31,K-Reg-H-8,32,0.3,90,0,H,0.26252437767019515
32,K-Reg-H-8,33,0.8,90,1,H,0.2172128734180751
33,K-Reg-H-8,34,0.8,0,1,H,0.1934311999468067
34,K-Reg-H-8,35,0.8,0,1,H,0.19225881465854933
35,K-Reg-H-8,36,0.55,0,1,H,0.1954744254930311
36,K-Reg-H-8,37,0.3,0,0,H,0.29592076018355096
37,K-Reg-H-8,38,0.8,0,1,H,0.16188884423868558
38,K-Reg-H-8,39,0.55,0,1,H,0.21324920940177547
39,K-Reg-H-8,40,0.55,90,1,H,0.23950423397696882
40,K-Reg-H-8,41,0.55,90,0,H,0.2079220492402974
41,K-Reg-H-8,42,0.55,90,0,H,0.30398533817495776
42,K-Reg-H-8,43,0.55,90,0,H,0.25890845128809675
43,K-Reg-H-8,44,0.55,90,0,H,0.25606420076291153
44,K-Reg-H-8,45,0.55,90,0,H,0.30071316039479173
45,K-Reg-H-8,46,0.8,90,1,H,0.25073443040653326
46,K-Reg-H-8,47,0.3,90,0,H,0.3072389550970513
47,K-Reg-H-8,48,0.3,0,0,H,0.29418220427221164
48,K-Reg-H-8,49,0.8,90,1,H,0.2504642681176515
49,K-Reg-H-8,50,0.55,0,1,H,0.28934619864507016
50,K-Reg-H-8,51,0.3,90,0,H,0.23679186832820676
51,K-Reg-H-8,52,0.8,90,1,H,0.22204354631092366
52,K-Reg-H-8,53,0.55,0,1,H,0.2605116670992161
53,K-Reg-H-8,54,0.55,0,0,H,0.2201265826685624
54,K-Reg-H-8,55,0.3,90,0,H,0.27101506849072193
55,K-Reg-H-8,56,0.8,90,1,H,0.21811483057640685
56,K-Reg-H-8,57,0.3,90,0,H,0.23895949601871175
57,K-Reg-H-8,58,0.8,90,1,H,0.18102609038885545
58,K-Reg-H-8,59,0.8,0,1,H,0.20102900152568295
59,K-Reg-H-8,60,0.55,0,1,H,0.27886310884114973
0,K-Reg-H-9,1,0.3,0,1,H,0.2794301345536432
1,K-Reg-H-9,2,0.8,90,1,H,0.2952838149007077
2,K-Reg-H-9,3,0.3,0,0,H,0.28030060721552175
3,K-Reg-H-9,4,0.3,0,0,H,0.2854861836026345
4,K-Reg-H-9,5,0.55,90,1,H,0.3050893486041424
5,K-Reg-H-9,6,0.55,0,1,H,0.2945401652523916
6,K-Reg-H-9,7,0.55,0,1,H,0.29175230478533415
7,K-Reg-H-9,8,0.3,90,0,H,0.31387095661351294
8,K-Reg-H-9,9,0.8,90,1,H,0.26224211311300405
9,K-Reg-H-9,10,0.3,0,1,H,0.39176534736891955
10,K-Reg-H-9,11,0.55,0,1,H,0.25629090889733014
11,K-Reg-H-9,12,0.3,90,0,H,0.27120895334346246
12,K-Reg-H-9,13,0.8,0,1,H,0.2855154301349035
13,K-Reg-H-9,14,0.8,0,1,H,0.2975720443699356
14,K-Reg-H-9,15,0.8,0,1,H,0.2677326509822668
15,K-Reg-H-9,16,0.55,90,1,H,0.2642418562787844
16,K-Reg-H-9,17,0.8,0,1,H,0.27001262631016765
17,K-Reg-H-9,18,0.55,90,1,H,0.2986515804621446
18,K-Reg-H-9,19,0.8,90,1,H,0.28090751687338567
19,K-Reg-H-9,20,0.55,0,1,H,0.2826642489882951
20,K-Reg-H-9,21,0.3,90,0,H,0.25013105518474504
21,K-Reg-H-9,22,0.3,90,0,H,0.291126456092066
22,K-Reg-H-9,23,0.3,90,0,H,0.26760563556856853
23,K-Reg-H-9,24,0.8,90,1,H,0.3502962943123808
24,K-Reg-H-9,25,0.3,0,1,H,0.3512048996801035
25,K-Reg-H-9,26,0.55,90,1,H,0.33671238294471517
26,K-Reg-H-9,27,0.55,0,1,H,0.2411963806050404
27,K-Reg-H-9,28,0.55,90,1,H,0.28375965071371745
28,K-Reg-H-9,29,0.8,0,1,H,0.22459886278906946
29,K-Reg-H-9,30,0.55,90,1,H,0.34154970458477946
30,K-Reg-H-9,31,0.3,90,0,H,0.28938357172451434
31,K-Reg-H-9,32,0.55,90,1,H,0.29157084843178804
32,K-Reg-H-9,33,0.8,90,1,H,0.2745561608427015
33,K-Reg-H-9,34,0.8,90,1,H,0.2531647834082934
34,K-Reg-H-9,35,0.55,0,1,H,0.2632341590431719
35,K-Reg-H-9,36,0.3,90,0,H,0.27228112381613107
36,K-Reg-H-9,37,0.8,90,1,H,0.26022602489863333
37,K-Reg-H-9,38,0.55,0,1,H,0.2543345652946843
38,K-Reg-H-9,39,0.8,0,1,H,0.2691615235845455
39,K-Reg-H-9,40,0.3,90,0,H,0.2631935140824074
40,K-Reg-H-9,41,0.55,0,1,H,0.3467732853062652
41,K-Reg-H-9,42,0.55,90,1,H,0.2537503712481825
42,K-Reg-H-9,43,0.3,0,0,H,0.4599980732656942
43,K-Reg-H-9,44,0.3,0,0,H,0.2806965922447054
44,K-Reg-H-9,45,0.55,0,1,H,0.2499013812970294
45,K-Reg-H-9,46,0.3,90,0,H,0.317486096248476
46,K-Reg-H-9,47,0.8,0,1,H,0.27369801303490415
47,K-Reg-H-9,48,0.8,0,1,H,0.28873493709477793
48,K-Reg-H-9,49,0.8,0,1,H,0.21895980942986576
49,K-Reg-H-9,50,0.55,0,1,H,0.2614394670324384
50,K-Reg-H-9,51,0.8,90,1,H,0.30866981001195315
51,K-Reg-H-9,52,0.8,90,1,H,0.22392375447774782
52,K-Reg-H-9,53,0.8,0,1,H,0.2520975813687693
53,K-Reg-H-9,54,0.8,90,1,H,0.32308772945742836
54,K-Reg-H-9,55,0.3,90,0,H,0.2670536333695564
55,K-Reg-H-9,56,0.55,90,1,H,0.25313628221797624
56,K-Reg-H-9,57,0.55,90,0,H,0.27651760177716295
57,K-Reg-H-9,58,0.3,0,0,H,0.3014633154558962
58,K-Reg-H-9,59,0.3,0,0,H,0.2753051838054793
59,K-Reg-H-9,60,0.3,0,0,H,0.32230615715457056
0,K-Reg-S-1,1,0.3,0,0,S,0.21463091416914573
1,K-Reg-S-1,2,0.55,0,1,S,0.22792800849109357
2,K-Reg-S-1,3,0.8,90,0,S,0.20756937258438857
3,K-Reg-S-1,4,0.55,0,1,S,0.20015017078225553
4,K-Reg-S-1,5,0.55,0,1,S,0.24529227507606727
5,K-Reg-S-1,6,0.8,0,1,S,0.21721752495104407
6,K-Reg-S-1,7,0.55,0,1,S,0.2396617378237426
7,K-Reg-S-1,8,0.55,90,0,S,0.2371133397479304
8,K-Reg-S-1,9,0.8,0,1,S,0.2459992558373108
9,K-Reg-S-1,10,0.55,0,0,S,0.22563392809909147
10,K-Reg-S-1,11,0.3,90,0,S,0.2610502654871844
11,K-Reg-S-1,12,0.8,0,1,S,0.20465633145371667
12,K-Reg-S-1,13,0.3,0,0,S,0.22933610597869716
13,K-Reg-S-1,14,0.8,90,0,S,0.21218136419293357
14,K-Reg-S-1,15,0.3,90,0,S,0.17202181619943196
15,K-Reg-S-1,16,0.55,0,0,S,0.20042370423101097
16,K-Reg-S-1,17,0.8,0,1,S,0.17873508043962044
17,K-Reg-S-1,18,0.55,90,0,S,0.2212897604093844
18,K-Reg-S-1,19,0.55,0,1,S,0.2148519769148231
19,K-Reg-S-1,20,0.55,90,0,S,0.1909633247943998
20,K-Reg-S-1,21,0.3,90,0,S,0.20761115578118444
21,K-Reg-S-1,22,0.55,90,0,S,0.37426449975485965
22,K-Reg-S-1,23,0.3,0,0,S,0.309432788638419
23,K-Reg-S-1,24,0.55,90,0,S,0.2328558909732163
24,K-Reg-S-1,25,0.8,90,0,S,0.35580684724500716
25,K-Reg-S-1,26,0.3,90,0,S,0.2132131823630909
26,K-Reg-S-1,27,0.55,90,0,S,0.3066748208149228
27,K-Reg-S-1,28,0.3,90,0,S,0.2860575916696823
28,K-Reg-S-1,29,0.8,90,0,S,0.20639376538352108
29,K-Reg-S-1,30,0.3,90,0,S,0.28398472181323786
30,K-Reg-S-1,31,0.55,90,0,S,0.2108787338446923
31,K-Reg-S-1,32,0.3,0,0,S,0.21867019896073617
32,K-Reg-S-1,33,0.55,0,1,S,0.23580307001383866
33,K-Reg-S-1,34,0.8,90,0,S,0.249811816548699
34,K-Reg-S-1,35,0.3,0,0,S,0.2249453173626505
35,K-Reg-S-1,36,0.3,0,0,S,0.34219372056239455
36,K-Reg-S-1,37,0.3,90,0,S,0.2615854566757369
37,K-Reg-S-1,38,0.8,0,1,S,0.21353762571664975
38,K-Reg-S-1,39,0.8,90,0,S,0.2529280901649199
39,K-Reg-S-1,40,0.8,90,0,S,0.26066788086855297
40,K-Reg-S-1,41,0.8,90,0,S,0.19615773850823268
41,K-Reg-S-1,42,0.55,0,1,S,0.24432037750663954
42,K-Reg-S-1,43,0.3,0,0,S,0.24447027542130872
43,K-Reg-S-1,44,0.8,0,1,S,0.25712525522175916
44,K-Reg-S-1,45,0.3,0,0,S,0.20249794491322445
45,K-Reg-S-1,46,0.3,90,0,S,0.2946192478899309
46,K-Reg-S-1,47,0.8,90,0,S,0.22856097111241347
47,K-Reg-S-1,48,0.8,0,1,S,0.2129752555967335
48,K-Reg-S-1,49,0.3,0,0,S,0.23115168777621603
49,K-Reg-S-1,50,0.8,0,1,S,0.27107248993082494
50,K-Reg-S-1,51,0.55,0,1,S,0.22152341352156293
51,K-Reg-S-1,52,0.8,0,1,S,0.26867756460950887
52,K-Reg-S-1,53,0.3,90,0,S,0.19375458518549724
53,K-Reg-S-1,54,0.8,0,1,S,0.30295934318633644
54,K-Reg-S-1,55,0.3,90,0,S,0.27749372567249825
55,K-Reg-S-1,56,0.55,90,0,S,0.2738008184004975
56,K-Reg-S-1,57,0.55,90,0,S,0.20278576455529185
57,K-Reg-S-1,58,0.55,90,0,S,0.2785287940281118
58,K-Reg-S-1,59,0.8,90,0,S,0.2286769550606108
59,K-Reg-S-1,60,0.3,0,0,S,0.1798792873612025
0,K-Reg-S-10,1,0.8,90,0,S,0.2116350045865664
1,K-Reg-S-10,2,0.3,90,0,S,0.2275496726996719
2,K-Reg-S-10,3,0.55,0,1,S,0.20559650312677516
3,K-Reg-S-10,4,0.55,0,1,S,0.3164075690116171
4,K-Reg-S-10,5,0.3,0,1,S,0.1924986505404498
5,K-Reg-S-10,6,0.3,0,1,S,0.21562212126204672
6,K-Reg-S-10,7,0.55,0,1,S,0.24892868719569436
7,K-Reg-S-10,8,0.3,90,0,S,0.25658824893793003
8,K-Reg-S-10,9,0.3,0,0,S,0.21835013287939345
9,K-Reg-S-10,10,0.8,90,1,S,0.2187097743262002
10,K-Reg-S-10,11,0.55,90,0,S,0.2923362726311884
11,K-Reg-S-10,12,0.8,0,1,S,0.3428545856600349
12,K-Reg-S-10,13,0.8,90,0,S,0.26040557145356924
13,K-Reg-S-10,14,0.8,0,1,S,0.2064598956504686
14,K-Reg-S-10,15,0.55,90,0,S,0.27126302194202057
15,K-Reg-S-10,16,0.55,90,0,S,0.20135678851979216
16,K-Reg-S-10,17,0.3,0,1,S,0.17507057123909062
17,K-Reg-S-10,18,0.55,90,1,S,0.20582713444208145
18,K-Reg-S-10,19,0.8,90,0,S,0.2240392279070197
19,K-Reg-S-10,20,0.3,90,0,S,0.20437013999605155
20,K-Reg-S-10,21,0.8,0,1,S,0.19335416538717926
21,K-Reg-S-10,22,0.55,0,1,S,0.23120491313996064
22,K-Reg-S-10,23,0.3,90,0,S,0.2630009353464815
23,K-Reg-S-10,24,0.3,0,1,S,0.2353577005177797
24,K-Reg-S-10,25,0.8,90,1,S,0.2193166583019841
25,K-Reg-S-10,26,0.55,90,0,S,0.2038976816656224
26,K-Reg-S-10,27,0.55,0,1,S,0.2233802084342982
27,K-Reg-S-10,28,0.8,0,1,S,0.256526639435749
28,K-Reg-S-10,29,0.3,90,0,S,0.24789105962142588
29,K-Reg-S-10,30,0.55,0,1,S,0.1983061008267709
30,K-Reg-S-10,31,0.8,0,1,S,0.28939958153400636
31,K-Reg-S-10,32,0.3,90,0,S,0.2287596577989229
32,K-Reg-S-10,33,0.55,0,1,S,0.2461606618442382
33,K-Reg-S-10,34,0.55,90,1,S,0.19532232311401612
34,K-Reg-S-10,35,0.8,0,1,S,0.36626950564347
35,K-Reg-S-10,36,0.3,90,0,S,0.20788950046891005
36,K-Reg-S-10,37,0.8,90,0,S,0.2327217751942067
37,K-Reg-S-10,38,0.55,90,0,S,0.2370036930725913
38,K-Reg-S-10,39,0.55,0,1,S,0.21877324947118537
39,K-Reg-S-10,40,0.8,0,1,S,0.32336516297264023
40,K-Reg-S-10,41,0.3,90,0,S,0.19967533234425044
41,K-Reg-S-10,42,0.8,0,1,S,0.2399883321784248
42,K-Reg-S-10,43,0.8,90,0,S,0.1989342732230839
43,K-Reg-S-10,44,0.55,90,0,S,0.20294915906418015
44,K-Reg-S-10,45,0.3,0,0,S,0.2297879730340215
45,K-Reg-S-10,46,0.8,90,0,S,0.21031766496343263
46,K-Reg-S-10,47,0.8,0,1,S,0.27799650345531257
47,K-Reg-S-10,48,0.3,0,0,S,0.2211573025598797
48,K-Reg-S-10,49,0.8,0,1,S,0.26569295769398865
49,K-Reg-S-10,50,0.3,0,0,S,0.2523380466951917
50,K-Reg-S-10,51,0.3,0,0,S,0.226664918880042
51,K-Reg-S-10,52,0.8,90,0,S,0.28037627577115
52,K-Reg-S-10,53,0.55,0,1,S,0.22217544016868201
53,K-Reg-S-10,54,0.3,90,0,S,0.22550930868037425
54,K-Reg-S-10,55,0.55,0,1,S,0.22310368120411234
55,K-Reg-S-10,56,0.3,90,0,S,0.1862599327351591
56,K-Reg-S-10,57,0.3,0,0,S,0.24500810848038374
57,K-Reg-S-10,58,0.55,90,0,S,0.28165370637500764
58,K-Reg-S-10,59,0.8,90,0,S,0.2122097998136637
59,K-Reg-S-10,60,0.55,90,0,S,0.2611648064417511
0,K-Reg-S-11,1,0.55,0,1,S,0.2931854592395939
1,K-Reg-S-11,2,0.8,0,1,S,0.48712881274404324
2,K-Reg-S-11,3,0.3,90,0,S,0.3590188276531396
3,K-Reg-S-11,4,0.8,0,1,S,0.48782826796476647
4,K-Reg-S-11,5,0.55,90,0,S,0.43451959099939863
5,K-Reg-S-11,6,0.55,90,0,S,0.3794578205196829
6,K-Reg-S-11,7,0.3,0,0,S,0.4095017439386879
7,K-Reg-S-11,8,0.8,90,0,S,0.29120952069434497
8,K-Reg-S-11,9,0.55,0,1,S,0.4505470616040138
9,K-Reg-S-11,10,0.55,90,0,S,0.383515169725865
10,K-Reg-S-11,11,0.55,0,1,S,0.4941881650670323
11,K-Reg-S-11,12,0.8,0,1,S,0.5013257714364768
12,K-Reg-S-11,13,0.55,0,0,S,0.45999019769525556
13,K-Reg-S-11,14,0.3,90,0,S,0.44385055192140405
14,K-Reg-S-11,15,0.8,90,0,S,0.39702405894435294
15,K-Reg-S-11,16,0.3,0,0,S,0.4542634784155055
16,K-Reg-S-11,17,0.55,90,0,S,0.4367833207870086
17,K-Reg-S-11,18,0.8,90,0,S,0.37815405426015897
18,K-Reg-S-11,19,0.3,0,0,S,0.4530708289916037
19,K-Reg-S-11,20,0.8,90,0,S,0.4531822797744603
20,K-Reg-S-11,21,0.55,0,1,S,0.4941573813045265
21,K-Reg-S-11,22,0.8,0,1,S,0.4701944849332186
22,K-Reg-S-11,23,0.55,0,1,S,0.5120768166867352
23,K-Reg-S-11,24,0.55,90,0,S,0.42016034102469135
24,K-Reg-S-11,25,0.8,0,1,S,0.5281193342968072
25,K-Reg-S-11,26,0.3,90,0,S,0.4142074398825027
26,K-Reg-S-11,27,0.55,90,0,S,0.48111072174266706
27,K-Reg-S-11,28,0.55,0,0,S,0.4686208973160467
28,K-Reg-S-11,29,0.3,0,0,S,0.4578627040153253
29,K-Reg-S-11,30,0.3,0,0,S,0.45156497798562656
30,K-Reg-S-11,31,0.55,90,0,S,0.4672704509826404
31,K-Reg-S-11,32,0.3,0,0,S,0.4319265183324875
32,K-Reg-S-11,33,0.55,90,0,S,0.5077344950443893
33,K-Reg-S-11,34,0.3,90,0,S,0.47921447708719034
34,K-Reg-S-11,35,0.3,0,0,S,0.42525521867359456
35,K-Reg-S-11,36,0.3,90,0,S,0.5110472824609205
36,K-Reg-S-11,37,0.8,90,0,S,0.4707476195782092
37,K-Reg-S-11,38,0.55,0,0,S,0.49995774792535513
38,K-Reg-S-11,39,0.8,90,0,S,0.3709012090169848
39,K-Reg-S-11,40,0.55,90,0,S,0.4936657108928841
40,K-Reg-S-11,41,0.55,90,0,S,0.45482027331530717
41,K-Reg-S-11,42,0.3,90,0,S,0.3912119600784609
42,K-Reg-S-11,43,0.3,90,0,S,0.4253221752992413
43,K-Reg-S-11,44,0.8,0,1,S,0.4669084528845444
44,K-Reg-S-11,45,0.3,90,0,S,0.4522788877316894
45,K-Reg-S-11,46,0.8,0,1,S,0.4054128342434117
46,K-Reg-S-11,47,0.3,0,0,S,0.3936062645933147
47,K-Reg-S-11,48,0.3,0,0,S,0.4305894592100657
48,K-Reg-S-11,49,0.3,0,0,S,0.38286338390182667
49,K-Reg-S-11,50,0.8,90,0,S,0.4000473396745557
50,K-Reg-S-11,51,0.3,90,0,S,0.43143562552223874
51,K-Reg-S-11,52,0.8,0,1,S,0.4512174244809676
52,K-Reg-S-11,53,0.3,90,0,S,0.3637335392287448
53,K-Reg-S-11,54,0.8,90,0,S,0.3919389960382984
54,K-Reg-S-11,55,0.55,0,0,S,0.5014103873514212
55,K-Reg-S-11,56,0.8,0,1,S,0.38793368123587574
56,K-Reg-S-11,57,0.55,0,0,S,0.42091328302788616
57,K-Reg-S-11,58,0.8,0,1,S,0.3819477713554724
58,K-Reg-S-11,59,0.8,90,0,S,0.3824713158495667
59,K-Reg-S-11,60,0.8,90,0,S,0.4249889472626316
0,K-Reg-S-12,1,0.8,90,1,S,0.2605871784017868
1,K-Reg-S-12,2,0.55,90,0,S,0.24966398334689932
2,K-Reg-S-12,3,0.8,0,1,S,0.2917287265049961
3,K-Reg-S-12,4,0.55,0,1,S,0.3295732862929475
4,K-Reg-S-12,5,0.8,90,0,S,0.227330727431974
5,K-Reg-S-12,6,0.3,90,0,S,0.20869807681099442
6,K-Reg-S-12,7,0.55,90,0,S,0.22455182698706394
7,K-Reg-S-12,8,0.3,90,0,S,0.22547819564743865
8,K-Reg-S-12,9,0.8,0,1,S,0.3109922933673923
9,K-Reg-S-12,10,0.3,90,0,S,0.27965051493141707
10,K-Reg-S-12,11,0.3,90,0,S,0.3097786105514272
11,K-Reg-S-12,12,0.3,90,0,S,0.28471923754082173
12,K-Reg-S-12,13,0.8,0,1,S,0.2813261432741347
